hun,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,,,,,,,,,,,,,,,,,,,,á,,,,,,,,,,,,,,é,,,,,,,,,,í,,,,,,,,,,,,,,,ó,,,,,ö,,,ő,,,,,,,,,,ú,,,ü,,ű,,,,,,,,,,,,
ice,a,b,,d,e,f,g,h,i,j,k,l,m,n,o,p,,r,s,t,u,v,,x,y,,æ,ð,,,,,þ,,,,,,,,,,,,,á,,,,,,,,,,,,,,é,,,,,,,,,,í,,,,,,,,,,,,,,,ó,,,,,ö,,,,,,,,,,,,,ú,,,,,,,,,,,ý,,,,,,
ita,a,b,c,d,e,f,g,h,i,,,l,m,n,o,p,q,r,s,t,u,v,,,,z,,,,,,,,,,,,,,,,,,,,á,à,,,,,,,,,,,,,é,è,,,,,,,,,í,ì,,î,ï,,,,,,,,,,,ó,ò,,,,,,,,,,,,,,,,,ú,ù,,,,,,,,,,,,,,,,
lat,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,,r,s,t,u,v,,,y,z,,,,,,,,,,,,,,,,,,,,,,,,,ā,,,,,,,č,,,,,,,,ē,,,ģ,,,,,,ī,ķ,,ļ,,,,,ņ,,,,,,,,ō,,,,,,ŗ,,š,,,,,,,,ū,,,,,,,,,,,,,ž
lth,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,,r,s,t,u,v,,,y,z,,,,,,,,ą,,,ę,,į,,,,,,ų,,,,,,,,,,,,,č,,,,ė,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,š,,,,,,,,ū,,,,,,,,,,,,,ž
mlt,a,b,,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,,z,,,,,,,,,,,,ħ,,,,,,,,,à,,,,,,,,,,ċ,,,,è,,,,,,ġ,,,,ì,,î,,,,,,,,,,,,,ò,,,,,,,,,,,,,,,,,,ù,,,,,,,,,,,,,,,ż,
mol,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nor,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,,,,,,,,,,,,,,,,,,,,,à,,ä,,,,å,,,,,,,é,è,,ê,,,,,,,,,,î,,,,,,,,,,,,ó,ò,,,ô,,,,,,,,,,,,,,,ù,,ü,,,,,,,,,,,,,,
pol,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,,,,,,,,ą,,,ę,,,ł,,,,,,,,,,,,,,,,ć,,,,,,,,,,,,,,,,,,,,,,,,ń,,,,,ó,,,,,,,,,,,,,ś,,,,,,,,,,,,,,,,,,,,ź,ż,
por,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,,,,,,,,,ç,,,,,,,,,,,á,à,â,,,,ã,,,,,,,,é,è,,ê,,,,,,,í,,,,,,,,,,,,,,,ó,ò,,,ô,,,õ,,,,,,,,,,,ú,,,ü,,,,,,,,,,,,,,
rom,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,,,,,,,,,,,,,,,,ş,ţ,,,,,â,,ă,,,,,,,,,,,,,,,,,,,,,,,î,,,,,,,,,,,,,,,,,,,,,,,,,,,ș,,ț,,,,,,,,,,,,,,,,,,
rus,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slk,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,,,,,,,,,,,,,,,,,,,,á,,,ä,,,,,,,,,č,ď,é,,,,,,,,,,í,,,,,,,ĺ,,ľ,,ň,,,,ó,,,,ô,ö,,,,,ŕ,,,,š,,ť,,ú,,,ü,,,,,,,,ý,,,,,,ž
spa,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,,,,,,,,,,,,,,,,,,,,á,,,,,,,,,,,,,,é,,,,,,,,,,í,,,,ï,,,,,,,,ñ,,,ó,,,,,,,,,,,,,,,,,,ú,,,ü,,,,,,,,,,,,,,
srb,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,,r,s,t,u,v,,,,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ć,,č,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,š,,,,,,,,,,,,,,,,,,,,,ž
svn,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,,r,s,t,u,v,,,,z,,,,,,,,,,,,,,,,,,,,á,à,,ä,,,,,,,ć,,č,,é,è,,ê,,,,,,,í,ì,,,,,,,,,,,,,,ó,ò,,,ô,ö,,,,,,,,,š,,,,ú,ù,,ü,,,,,,,,,,,,,,ž
swe,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,,,,,,,,,,,,,,,,,,,,á,à,,ä,,,,å,,,,,,,é,è,,,ë,,,,,,,,,,,,,,,,,,,,,,,,,,ö,,,,,,,,,,,,,,,,ü,,,,,,,,,,,,,,
trk,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,,r,s,t,u,v,,,y,z,,,,ı,,,,,ç,,,,,,,ş,,,,,,â,,,,,,,,,,,,,,,,,,,,ğ,,,,i̇,î,,,,,,,,,,,,,,,,,ö,,,,,,,,,,,,,,,û,ü,,,,,,,,,,,,,,
ukr,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wls,a,b,c,d,e,f,g,h,i,j,,l,m,n,o,p,,r,s,t,u,,w,,y,,,,,,,,,,,,,,,,,,,,,á,à,â,ä,,,,,,,,,,,é,è,,ê,ë,,,,,,í,ì,,î,ï,,,,,,,,,,ó,ò,,,ô,ö,,,,,,,,,,,,,,ú,ù,û,ü,,,,ẃ,ẁ,ŵ,ẅ,ý,ỳ,ŷ,ÿ,,,
